,ID,ID_CONTA_CAIXA,ID_FIN_LANCAMENTO_PAGAR,ID_FIN_STATUS_PARCELA,NUMERO_PARCELA,DATA_EMISSAO,DATA_VENCIMENTO,DESCONTO_ATE,SOFRE_RETENCAO,VALOR,TAXA_JURO,TAXA_MULTA,TAXA_DESCONTO,VALOR_JURO,VALOR_MULTA,VALOR_DESCONTO
602,1067,8,850,2,1,2022-08-03,2022-08-03,2022-08-03,N,390.0,0.0,0.0,0.0,0.0,0.0,0.0
603,1068,8,851,2,1,2022-08-03,2022-08-03,2022-08-03,N,1753.0,0.0,0.0,0.0,0.0,0.0,0.0
604,1069,8,852,2,1,2022-08-03,2022-08-20,2022-08-03,N,1707.0,0.0,0.0,0.0,0.0,0.0,0.0
605,1070,8,853,2,1,2022-08-03,2022-09-03,2022-08-03,N,1730.0,0.0,0.0,0.0,0.0,0.0,0.0
606,1071,8,854,2,1,2022-08-03,2022-09-20,2022-08-03,N,1730.0,0.0,0.0,0.0,0.0,0.0,0.0
607,1072,8,855,2,1,2022-08-03,2022-10-03,2022-08-03,N,1730.0,0.0,0.0,0.0,0.0,0.0,0.0
608,1073,8,856,2,1,2022-08-03,2022-10-20,2022-08-03,N,1730.0,0.0,0.0,0.0,0.0,0.0,0.0
609,1074,8,857,2,1,2022-08-03,2022-11-03,2022-08-03,N,1730.0,0.0,0.0,0.0,0.0,0.0,0.0
610,1075,8,858,2,1,2022-08-03,2022-11-20,2022-08-03,N,1730.0,0.0,0.0,0.0,0.0,0.0,0.0
611,1078,8,861,2,1,2022-08-03,2022-08-01,2022-08-03,N,0.28,0.0,0.0,0.0,0.0,0.0,0.0
612,1079,8,862,2,1,2022-08-03,2022-08-03,2022-08-03,N,2073.0,0.0,0.0,0.0,0.0,0.0,0.0
613,1080,8,862,2,2,2022-08-03,2022-08-30,2022-08-03,N,1382.0,0.0,0.0,0.0,0.0,0.0,0.0
614,1081,1,863,2,1,2022-08-04,2022-08-01,2022-08-04,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0
615,1082,3,864,2,1,2022-08-04,2022-08-20,2022-08-04,,252.0,0.0,0.0,0.0,0.0,0.0,0.0
616,1083,3,865,2,1,2022-08-04,2022-09-20,2022-08-04,,52.0,0.0,0.0,0.0,0.0,0.0,0.0
617,1084,3,866,2,1,2022-08-04,2022-10-20,2022-08-04,,52.0,0.0,0.0,0.0,0.0,0.0,0.0
618,1085,3,867,2,1,2022-08-04,2022-11-20,2022-08-04,,52.0,0.0,0.0,0.0,0.0,0.0,0.0
619,1086,3,868,2,1,2022-08-04,2022-12-20,2022-08-04,,52.0,0.0,0.0,0.0,0.0,0.0,0.0
620,1087,3,869,2,1,2022-08-04,2023-01-20,2022-08-04,,52.0,0.0,0.0,0.0,0.0,0.0,0.0
621,1091,1,873,2,1,2022-08-04,2022-08-04,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
622,1092,1,874,2,1,2022-08-04,2022-08-11,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
623,1093,1,875,2,1,2022-08-04,2022-08-18,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
624,1094,1,876,2,1,2022-08-04,2022-08-25,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
625,1095,1,877,2,1,2022-08-04,2022-09-01,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
626,1096,1,878,2,1,2022-08-04,2022-09-08,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
627,1097,1,879,2,1,2022-08-04,2022-09-15,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
628,1099,1,880,2,1,2022-08-04,2022-09-22,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
629,1100,1,881,2,1,2022-08-04,2022-09-29,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
630,1101,1,882,2,1,2022-08-04,2022-10-06,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
631,1102,1,883,2,1,2022-08-04,2022-10-13,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
632,1103,1,884,2,1,2022-08-04,2022-10-20,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
633,1104,1,885,2,1,2022-08-04,2022-10-27,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
634,1105,1,886,2,1,2022-08-04,2022-11-03,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
635,1106,1,887,2,1,2022-08-04,2022-11-10,2022-08-04,,100.0,0.0,0.0,0.0,0.0,0.0,0.0
636,1118,8,899,2,1,2022-08-04,2022-08-04,2022-08-04,,330.0,0.0,0.0,0.0,0.0,0.0,0.0
637,1119,8,900,2,1,2022-08-05,2022-09-05,2022-08-05,N,1500.0,0.0,0.0,0.0,0.0,0.0,0.0
638,1120,8,901,2,1,2022-08-05,2022-08-04,2022-08-05,N,35.4,0.0,0.0,0.0,0.0,0.0,0.0
639,1122,8,903,2,1,2022-08-05,2022-11-05,2022-08-05,N,1500.0,0.0,0.0,0.0,0.0,0.0,0.0
640,1125,8,906,2,1,2022-08-05,2022-08-10,2022-08-05,N,550.0,0.0,0.0,0.0,0.0,0.0,0.0
641,1126,8,907,2,1,2022-08-05,2022-08-10,2022-08-05,N,300.0,0.0,0.0,0.0,0.0,0.0,0.0
642,1166,8,937,2,1,2022-08-05,2022-08-05,2022-08-05,N,3720.0,0.0,0.0,0.0,0.0,0.0,0.0
643,1167,8,938,2,1,2022-08-05,2022-08-05,2022-08-05,N,720.0,0.0,0.0,0.0,0.0,0.0,0.0
644,1168,8,939,2,1,2022-08-05,2022-08-05,2022-08-05,N,160.0,0.0,0.0,0.0,0.0,0.0,0.0
645,1169,3,940,2,1,2022-08-05,2022-08-05,2022-08-05,N,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
646,1170,3,941,2,1,2022-08-05,2022-08-05,2022-08-05,N,52.0,0.0,0.0,0.0,0.0,0.0,0.0
647,1171,3,942,2,1,2022-08-05,2022-09-05,2022-08-05,N,52.0,0.0,0.0,0.0,0.0,0.0,0.0
648,1172,3,943,2,1,2022-08-05,2022-10-05,2022-08-05,N,52.0,0.0,0.0,0.0,0.0,0.0,0.0
649,1173,3,944,2,1,2022-08-05,2022-11-05,2022-08-05,N,52.0,0.0,0.0,0.0,0.0,0.0,0.0
650,1174,3,945,2,1,2022-08-05,2022-12-05,2022-08-05,N,52.0,0.0,0.0,0.0,0.0,0.0,0.0
651,1175,8,946,2,1,2022-08-05,2022-08-05,2022-08-05,N,2844.0,0.0,0.0,0.0,0.0,0.0,0.0
652,1176,3,947,2,1,2022-08-05,2022-08-06,2022-08-05,N,13.0,0.0,0.0,0.0,0.0,0.0,0.0
653,1177,3,948,2,1,2022-08-05,2022-08-05,2022-08-05,N,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
654,1180,3,951,2,1,2022-08-05,2022-08-15,2022-08-05,,208.25,0.0,0.0,0.0,0.0,0.0,0.0
655,1184,8,955,2,1,2022-08-05,2022-08-05,2022-08-05,N,24.0,0.0,0.0,0.0,0.0,0.0,0.0
656,1190,3,370,2,1,2022-08-08,2022-08-10,2022-08-08,,200.0,0.0,0.0,0.0,0.0,0.0,0.0
657,1191,3,370,2,2,2022-08-08,2022-08-10,2022-08-08,,817.5,0.0,0.0,0.0,0.0,0.0,0.0
658,1192,3,370,2,3,2022-08-08,2022-08-10,2022-08-08,,272.5,0.0,0.0,0.0,0.0,0.0,0.0
659,1193,3,370,2,4,2022-08-08,2022-08-10,2022-08-08,,371.25,0.0,0.0,0.0,0.0,0.0,0.0
660,1194,4,960,2,1,2022-08-08,2022-08-09,2022-08-08,,258.99,0.0,0.0,0.0,0.0,0.0,0.0
661,1197,3,963,2,1,2022-08-08,2022-08-08,2022-08-08,N,499.0,0.0,0.0,0.0,0.0,0.0,0.0
662,1200,3,965,2,1,2022-08-08,2022-08-08,2022-08-08,,233.94,0.0,0.0,0.0,0.0,0.0,0.0
663,1201,3,966,2,1,2022-08-08,2022-08-08,2022-08-08,,233.94,0.0,0.0,0.0,0.0,0.0,0.0
664,1224,3,989,2,1,2022-08-08,2022-08-04,2022-08-08,N,351.27,0.0,0.0,0.0,0.0,0.0,0.0
665,1225,3,990,2,1,2022-08-08,2022-08-08,2022-08-08,N,13.04,0.0,0.0,0.0,0.0,0.0,0.0
666,1226,3,991,2,1,2022-08-08,2022-08-10,2022-08-08,N,2510.78,0.0,0.0,0.0,0.0,0.0,0.0
667,1227,3,992,2,1,2022-08-08,2022-08-11,2022-08-08,N,617.85,0.0,0.0,0.0,0.0,0.0,0.0
668,1228,3,993,2,1,2022-08-08,2022-08-11,2022-08-08,N,476.55,0.0,0.0,0.0,0.0,0.0,0.0
669,1229,3,994,2,1,2022-08-08,2022-08-11,2022-08-08,N,622.44,0.0,0.0,0.0,0.0,0.0,0.0
670,1230,3,995,2,1,2022-08-08,2022-08-11,2022-08-08,,316.55,0.0,0.0,0.0,0.0,0.0,0.0
671,1231,3,995,2,2,2022-08-08,2022-09-08,2022-08-08,,316.0,0.0,0.0,0.0,0.0,0.0,0.0
672,1232,3,995,2,3,2022-08-08,2022-10-06,2022-08-08,,316.0,0.0,0.0,0.0,0.0,0.0,0.0
673,1233,3,996,2,1,2022-08-08,2022-08-11,2022-08-08,N,999.9,0.0,0.0,0.0,0.0,0.0,0.0
674,1234,3,996,2,2,2022-08-08,2022-08-25,2022-08-08,N,999.0,0.0,0.0,0.0,0.0,0.0,0.0
675,1235,3,996,2,3,2022-08-08,2022-09-08,2022-08-08,N,999.0,0.0,0.0,0.0,0.0,0.0,0.0
676,1236,3,997,2,1,2022-08-08,2022-08-11,2022-08-08,,69.14,0.0,0.0,0.0,0.0,0.0,0.0
677,1237,3,998,2,1,2022-08-08,2022-08-13,2022-08-08,N,324.75,0.0,0.0,0.0,0.0,0.0,0.0
678,1238,3,998,2,2,2022-08-08,2022-09-12,2022-08-08,N,324.75,0.0,0.0,0.0,0.0,0.0,0.0
679,1239,3,998,2,3,2022-08-08,2022-10-12,2022-08-08,N,324.75,0.0,0.0,0.0,0.0,0.0,0.0
680,1240,3,998,2,4,2022-08-08,2022-11-11,2022-08-08,N,324.75,0.0,0.0,0.0,0.0,0.0,0.0
681,1241,3,999,2,1,2022-08-08,2022-08-15,2022-08-08,N,57.44,0.0,0.0,0.0,0.0,0.0,0.0
682,1242,3,1000,2,1,2022-08-08,2022-08-15,2022-08-08,,52.45,0.0,0.0,0.0,0.0,0.0,0.0
683,1243,3,1001,2,1,2022-08-08,2022-08-16,2022-08-08,,514.15,0.0,0.0,0.0,0.0,0.0,0.0
684,1244,3,1001,2,2,2022-08-08,2022-09-13,2022-08-08,,515.0,0.0,0.0,0.0,0.0,0.0,0.0
685,1245,3,1002,2,1,2022-08-08,2022-08-17,2022-08-08,,627.34,0.0,0.0,0.0,0.0,0.0,0.0
686,1246,3,1003,2,1,2022-08-08,2022-08-17,2022-08-08,N,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
687,1247,3,1004,2,1,2022-08-08,2022-08-18,2022-08-08,N,452.66,0.0,0.0,0.0,0.0,0.0,0.0
688,1248,3,1005,2,1,2022-08-09,2022-08-10,2022-08-09,N,797.2,0.0,0.0,0.0,0.0,0.0,0.0
689,1249,3,1006,2,1,2022-08-09,2022-08-10,2022-08-09,,786.0,0.0,0.0,0.0,0.0,0.0,0.0
690,1250,3,748,2,1,2022-08-09,2022-08-10,2022-08-09,N,107.8,0.0,0.0,0.0,0.0,0.0,0.0
691,1251,3,1007,2,1,2022-08-09,2022-08-18,2022-08-09,N,836.06,0.0,0.0,0.0,0.0,0.0,0.0
692,1252,3,1007,2,2,2022-08-09,2022-08-25,2022-08-09,N,836.06,0.0,0.0,0.0,0.0,0.0,0.0
693,1253,3,1007,2,3,2022-08-09,2022-09-01,2022-08-09,N,836.3,0.0,0.0,0.0,0.0,0.0,0.0
694,1254,3,1008,2,1,2022-08-09,2022-08-22,2022-08-09,,439.25,0.0,0.0,0.0,0.0,0.0,0.0
695,1255,3,1009,2,1,2022-08-09,2022-08-22,2022-08-09,,263.86,0.0,0.0,0.0,0.0,0.0,0.0
696,1256,3,1010,2,1,2022-08-09,2022-08-24,2022-08-09,,101.05,0.0,0.0,0.0,0.0,0.0,0.0
697,1257,3,1011,2,1,2022-08-09,2022-08-24,2022-08-09,N,590.23,0.0,0.0,0.0,0.0,0.0,0.0
698,1258,3,1011,2,2,2022-08-09,2022-08-31,2022-08-09,N,590.23,0.0,0.0,0.0,0.0,0.0,0.0
699,1259,3,1011,2,3,2022-08-09,2022-09-07,2022-08-09,N,590.41,0.0,0.0,0.0,0.0,0.0,0.0
700,1260,3,1012,2,1,2022-08-09,2022-08-25,2022-08-09,,1192.93,0.0,0.0,0.0,0.0,0.0,0.0
701,1261,3,1012,2,2,2022-08-09,2022-09-24,2022-08-09,,1192.93,0.0,0.0,0.0,0.0,0.0,0.0
702,1262,3,1013,2,1,2022-08-09,2022-08-25,2022-08-09,N,1892.99,0.0,0.0,0.0,0.0,0.0,0.0
703,1263,3,1014,2,1,2022-08-09,2022-08-25,2022-08-09,,2134.0,0.0,0.0,0.0,0.0,0.0,0.0
704,1267,3,1016,2,1,2022-08-09,2022-08-26,2022-08-09,,108.0,0.0,0.0,0.0,0.0,0.0,0.0
705,1268,3,1017,2,1,2022-08-09,2022-08-26,2022-08-09,,1517.54,0.0,0.0,0.0,0.0,0.0,0.0
706,1269,3,1018,2,1,2022-08-09,2022-08-26,2022-08-09,N,558.51,0.0,0.0,0.0,0.0,0.0,0.0
707,1270,3,1019,2,1,2022-08-09,2022-08-30,2022-08-09,,163.86,0.0,0.0,0.0,0.0,0.0,0.0
708,1271,3,1019,2,2,2022-08-09,2022-09-27,2022-08-09,,163.0,0.0,0.0,0.0,0.0,0.0,0.0
709,1272,3,1019,2,3,2022-08-09,2022-10-25,2022-08-09,,163.0,0.0,0.0,0.0,0.0,0.0,0.0
710,1274,3,962,2,1,2022-08-09,2022-08-08,2022-08-09,N,874.83,0.0,0.0,0.0,0.0,0.0,0.0
711,1275,3,962,2,2,2022-08-09,2022-09-08,2022-08-09,N,874.83,0.0,0.0,0.0,0.0,0.0,0.0
712,1276,3,962,2,3,2022-08-09,2022-10-08,2022-08-09,N,874.84,0.0,0.0,0.0,0.0,0.0,0.0
713,1277,3,472,2,1,2022-08-09,2022-08-08,2022-08-09,N,712.0,0.0,0.0,0.0,0.0,0.0,0.0
714,1278,3,472,2,2,2022-08-09,2022-09-08,2022-08-09,N,712.0,0.0,0.0,0.0,0.0,0.0,0.0
715,1279,3,472,2,3,2022-08-09,2022-10-08,2022-08-09,N,712.0,0.0,0.0,0.0,0.0,0.0,0.0
716,1280,3,964,2,1,2022-08-09,2022-08-08,2022-08-09,N,940.0,0.0,0.0,0.0,0.0,0.0,0.0
717,1281,3,964,2,2,2022-08-09,2022-09-08,2022-08-09,N,940.0,0.0,0.0,0.0,0.0,0.0,0.0
718,1285,3,405,2,1,2022-08-09,2022-07-25,2022-08-09,,1144.78,0.0,0.0,0.0,0.0,0.0,0.0
719,1286,3,405,2,2,2022-08-09,2022-08-22,2022-08-09,,1144.0,0.0,0.0,0.0,0.0,0.0,0.0
720,1287,3,405,2,3,2022-08-09,2022-09-19,2022-08-09,,1144.0,0.0,0.0,0.0,0.0,0.0,0.0
721,1288,8,1022,2,1,2022-08-09,2022-09-05,2022-08-09,N,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
722,1289,8,1023,2,1,2022-08-09,2022-10-05,2022-08-09,N,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
723,1290,8,1024,2,1,2022-08-09,2022-11-05,2022-08-09,N,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
724,1291,8,1025,2,1,2022-08-09,2022-12-05,2022-08-09,N,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
725,1292,3,1026,2,1,2022-08-10,2022-08-09,2022-08-10,N,12.5,0.0,0.0,0.0,0.0,0.0,0.0
726,1293,8,1027,2,1,2022-08-10,2022-09-03,2022-08-10,N,1070.74,0.0,0.0,0.0,0.0,0.0,0.0
727,1294,8,1028,2,1,2022-08-10,2022-10-03,2022-08-10,N,1070.74,0.0,0.0,0.0,0.0,0.0,0.0
728,1295,8,1029,2,1,2022-08-10,2022-11-03,2022-08-10,N,1070.74,0.0,0.0,0.0,0.0,0.0,0.0
729,1296,8,1030,2,1,2022-08-10,2022-12-03,2022-08-10,N,1070.74,0.0,0.0,0.0,0.0,0.0,0.0
730,1299,8,1033,1,1,2022-08-10,2023-03-03,2022-08-10,N,1070.74,0.0,0.0,0.0,0.0,0.0,0.0
731,1300,8,1034,1,1,2022-08-10,2023-05-03,2022-08-10,N,1070.74,0.0,0.0,0.0,0.0,0.0,0.0
732,1301,8,1035,1,1,2022-08-10,2023-04-03,2022-08-10,N,1070.74,0.0,0.0,0.0,0.0,0.0,0.0
733,1302,8,1036,1,1,2022-08-10,2023-06-03,2022-08-10,N,1070.74,0.0,0.0,0.0,0.0,0.0,0.0
734,1304,8,1038,2,1,2022-08-10,2022-10-07,2022-08-10,N,888.86,0.0,0.0,0.0,0.0,0.0,0.0
735,1305,8,1039,2,1,2022-08-10,2022-11-07,2022-08-10,N,888.86,0.0,0.0,0.0,0.0,0.0,0.0
736,1306,8,1040,2,1,2022-08-10,2022-12-07,2022-08-10,N,888.86,0.0,0.0,0.0,0.0,0.0,0.0
737,1307,8,1041,2,1,2022-08-10,2023-01-07,2022-08-10,N,888.86,0.0,0.0,0.0,0.0,0.0,0.0
738,1309,8,1043,1,1,2022-08-10,2023-03-07,2022-08-10,N,888.86,0.0,0.0,0.0,0.0,0.0,0.0
739,1310,8,1044,1,1,2022-08-10,2023-04-07,2022-08-10,N,888.86,0.0,0.0,0.0,0.0,0.0,0.0
740,1313,8,1045,1,1,2022-08-10,2023-05-07,2022-08-10,N,888.86,0.0,0.0,0.0,0.0,0.0,0.0
741,1351,8,1050,2,1,2022-08-10,2022-11-10,2022-08-10,N,1742.58,0.0,0.0,0.0,0.0,0.0,0.0
742,1352,8,1051,2,1,2022-08-10,2022-12-10,2022-08-10,N,1726.56,0.0,0.0,0.0,0.0,0.0,0.0
743,1365,8,1064,1,1,2022-08-10,2024-01-10,2022-08-10,N,1531.33,0.0,0.0,0.0,0.0,0.0,0.0
744,1366,8,1065,1,1,2022-08-10,2024-02-10,2022-08-10,N,1517.27,0.0,0.0,0.0,0.0,0.0,0.0
745,1367,8,1066,1,1,2022-08-10,2024-03-10,2022-08-10,N,1503.3,0.0,0.0,0.0,0.0,0.0,0.0
746,1368,8,1067,1,1,2022-08-10,2024-04-10,2022-08-10,N,1489.49,0.0,0.0,0.0,0.0,0.0,0.0
747,1369,8,1068,1,1,2022-08-10,2024-05-10,2022-08-10,N,1475.85,0.0,0.0,0.0,0.0,0.0,0.0
748,1370,8,1069,1,1,2022-08-10,2024-06-10,2022-08-10,N,1462.26,0.0,0.0,0.0,0.0,0.0,0.0
749,1371,8,1070,1,1,2022-08-10,2024-07-10,2022-08-10,N,1448.83,0.0,0.0,0.0,0.0,0.0,0.0
750,1372,8,1071,1,1,2022-08-10,2024-08-10,2022-08-10,N,1435.53,0.0,0.0,0.0,0.0,0.0,0.0
751,1373,8,1072,1,1,2022-08-10,2024-09-10,2022-08-10,N,1422.3,0.0,0.0,0.0,0.0,0.0,0.0
752,1374,8,1073,1,1,2022-08-10,2024-10-10,2022-08-10,N,1409.24,0.0,0.0,0.0,0.0,0.0,0.0
753,1375,8,1074,1,1,2022-08-10,2024-11-10,2022-08-10,N,1396.34,0.0,0.0,0.0,0.0,0.0,0.0
754,1376,8,1075,1,1,2022-08-10,2024-12-10,2022-08-10,N,1383.5,0.0,0.0,0.0,0.0,0.0,0.0
755,1377,8,1076,1,1,2022-08-10,2025-01-10,2022-08-10,N,1370.76,0.0,0.0,0.0,0.0,0.0,0.0
756,1378,8,1077,1,1,2022-08-10,2025-02-10,2022-08-10,N,1358.15,0.0,0.0,0.0,0.0,0.0,0.0
757,1379,8,1078,1,1,2022-08-10,2025-03-10,2022-08-10,N,1345.72,0.0,0.0,0.0,0.0,0.0,0.0
758,1380,8,1079,1,1,2022-08-10,2025-04-10,2022-08-10,N,1333.33,0.0,0.0,0.0,0.0,0.0,0.0
759,1381,8,1080,1,1,2022-08-10,2025-05-10,2022-08-10,N,1321.07,0.0,0.0,0.0,0.0,0.0,0.0
760,1382,8,1081,1,1,2022-08-10,2025-06-10,2022-08-10,N,1308.93,0.0,0.0,0.0,0.0,0.0,0.0
761,1383,8,1082,1,1,2022-08-10,2025-07-10,2022-08-10,N,1296.89,0.0,0.0,0.0,0.0,0.0,0.0
762,1384,8,1083,1,1,2022-08-10,2025-08-10,2022-08-10,N,1285.49,0.0,0.0,0.0,0.0,0.0,0.0
763,1385,3,1084,2,1,2022-08-10,2022-08-12,2022-08-10,N,851.9,0.0,0.0,0.0,0.0,0.0,0.0
764,1391,3,1090,2,1,2022-08-10,2022-08-31,2022-08-10,,2037.29,0.0,0.0,0.0,0.0,0.0,0.0
765,1397,3,1096,2,1,2022-08-10,2022-08-28,2022-08-10,N,120.0,0.0,0.0,0.0,0.0,0.0,0.0
766,1398,3,1097,2,1,2022-08-10,2022-08-28,2022-08-10,N,95.0,0.0,0.0,0.0,0.0,0.0,0.0
767,1399,3,1098,2,1,2022-08-11,2022-08-31,2022-08-11,N,88.0,0.0,0.0,0.0,0.0,0.0,0.0
768,1400,8,1099,2,1,2022-08-11,2022-08-10,2022-08-11,N,100.0,0.0,0.0,0.0,0.0,0.0,0.0
769,1401,3,1100,2,1,2022-08-11,2022-08-10,2022-08-11,N,23.0,0.0,0.0,0.0,0.0,0.0,0.0
770,1402,3,1101,2,1,2022-08-11,2022-09-08,2022-08-11,N,265.0,0.0,0.0,0.0,0.0,0.0,0.0
771,1403,3,1102,2,1,2022-08-11,2022-09-05,2022-08-11,,88.78,0.0,0.0,0.0,0.0,0.0,0.0
772,1404,3,1103,2,1,2022-08-11,2022-09-05,2022-08-11,,88.78,0.0,0.0,0.0,0.0,0.0,0.0
773,1405,8,1104,2,1,2022-08-11,2022-08-11,2022-08-11,N,75.0,0.0,0.0,0.0,0.0,0.0,0.0
774,1406,8,1105,2,1,2022-08-12,2022-08-05,2022-08-12,N,0.25,0.0,0.0,0.0,0.0,0.0,0.0
775,1407,3,1106,2,1,2022-08-12,2022-08-11,2022-08-12,N,7.5,0.0,0.0,0.0,0.0,0.0,0.0
776,1412,8,1110,2,1,2022-08-12,2022-11-23,2022-08-12,N,906.84,0.0,0.0,0.0,0.0,0.0,0.0
777,1414,8,1112,2,1,2022-08-12,2022-10-03,2022-08-12,N,2111.19,0.0,0.0,0.0,0.0,0.0,0.0
778,1415,8,1113,2,1,2022-08-12,2022-11-03,2022-08-12,N,2111.19,0.0,0.0,0.0,0.0,0.0,0.0
779,1416,8,1114,2,1,2022-08-12,2022-12-03,2022-08-12,N,2111.19,0.0,0.0,0.0,0.0,0.0,0.0
780,1432,3,1130,1,1,2022-08-12,2023-02-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
781,1433,3,1131,1,1,2022-08-12,2023-03-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
782,1435,3,1133,1,1,2022-08-12,2023-05-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
783,1436,3,1134,1,1,2022-08-12,2023-06-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
784,1437,3,1135,1,1,2022-08-12,2023-07-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
785,1438,3,1136,1,1,2022-08-12,2023-08-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
786,1439,3,1137,1,1,2022-08-12,2023-09-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
787,1440,3,1138,1,1,2022-08-12,2023-10-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
788,1441,3,1139,1,1,2022-08-12,2023-11-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
789,1442,3,1140,1,1,2022-08-12,2023-12-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
790,1443,3,1141,1,1,2022-08-12,2024-01-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
791,1444,3,1142,1,1,2022-08-12,2024-02-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
792,1445,3,1143,1,1,2022-08-12,2024-03-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
793,1446,3,1144,1,1,2022-08-12,2024-04-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
794,1447,3,1145,1,1,2022-08-12,2024-05-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
795,1448,3,1146,1,1,2022-08-12,2024-06-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
796,1449,3,1147,1,1,2022-08-12,2024-07-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
797,1450,3,1148,1,1,2022-08-12,2024-08-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
798,1451,3,1149,1,1,2022-08-12,2024-09-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
799,1452,3,1150,1,1,2022-08-12,2024-10-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
800,1453,3,1151,1,1,2022-08-12,2024-11-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
801,1454,3,1152,1,1,2022-08-12,2024-12-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
802,1455,3,1153,1,1,2022-08-12,2025-01-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
803,1456,3,1154,1,1,2022-08-12,0205-02-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
804,1457,3,1155,1,1,2022-08-12,2025-03-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
805,1458,3,1156,1,1,2022-08-12,2025-04-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
806,1459,3,1157,1,1,2022-08-12,2025-05-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
807,1460,3,1158,1,1,2022-08-12,2025-06-15,2022-08-12,N,2675.26,0.0,0.0,0.0,0.0,0.0,0.0
808,1461,3,1159,1,1,2022-08-12,2025-07-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
809,1462,3,1160,1,1,2022-08-12,2025-08-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
810,1463,3,1161,1,1,2022-08-12,2025-09-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
811,1464,3,1162,1,1,2022-08-12,2025-10-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
812,1465,3,1163,1,1,2022-08-12,2025-11-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
813,1466,3,1164,1,1,2022-08-12,2025-12-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
814,1467,3,1165,1,1,2022-08-12,2026-01-15,2022-08-12,N,2675.16,0.0,0.0,0.0,0.0,0.0,0.0
